image1,image2,label
b00001.jpg,b00001.jpg,same
b00002.jpg,b00002.jpg,same
b00003.jpg,b00003.jpg,same
b00004.jpg,b00004.jpg,same
b00005.jpg,b00005.jpg,same
b00006.jpg,b00006.jpg,same
b00007.jpg,b00007.jpg,same
b00008.jpg,b00008.jpg,same
b00009.jpg,b00009.jpg,same
b00010.jpg,b00010.jpg,same
b00011.jpg,b00011.jpg,same
b00012.jpg,b00012.jpg,same
b00013.jpg,b00013.jpg,same
b00014.jpg,b00014.jpg,same
b00015.jpg,b00015.jpg,same
b00016.jpg,b00016.jpg,same
b00017.jpg,b00017.jpg,same
b00018.jpg,b00018.jpg,same
b00019.jpg,b00019.jpg,same
b00020.jpg,b00020.jpg,same
b00021.jpg,b00021.jpg,same
b00022.jpg,b00022.jpg,same
b00023.jpg,b00023.jpg,same
b00024.jpg,b00024.jpg,same
b00025.jpg,b00025.jpg,same
b00026.jpg,b00026.jpg,same
b00027.jpg,b00027.jpg,same
b00028.jpg,b00028.jpg,same
b00029.jpg,b00029.jpg,same
b00030.jpg,b00030.jpg,same
b00031.jpg,b00031.jpg,same
b00032.jpg,b00032.jpg,same
b00033.jpg,b00033.jpg,same
b00034.jpg,b00034.jpg,same
b00035.jpg,b00035.jpg,same
b00036.jpg,b00036.jpg,same
b00037.jpg,b00037.jpg,same
b00038.jpg,b00038.jpg,same
b00039.jpg,b00039.jpg,same
b00040.jpg,b00040.jpg,same
b00041.jpg,b00041.jpg,same
b00042.jpg,b00042.jpg,same
b00043.jpg,b00043.jpg,same
b00044.jpg,b00044.jpg,same
b00045.jpg,b00045.jpg,same
b00046.jpg,b00046.jpg,same
b00047.jpg,b00047.jpg,same
b00048.jpg,b00048.jpg,same
b00049.jpg,b00049.jpg,same
b00050.jpg,b00050.jpg,same
b00051.jpg,b00051.jpg,same
b00052.jpg,b00052.jpg,same
b00053.jpg,b00053.jpg,same
b00054.jpg,b00054.jpg,same
b00055.jpg,b00055.jpg,same
b00056.jpg,b00056.jpg,same
b00057.jpg,b00057.jpg,same
b00058.jpg,b00058.jpg,same
b00059.jpg,b00059.jpg,same
b00060.jpg,b00060.jpg,same
b00061.jpg,b00061.jpg,same
b00062.jpg,b00062.jpg,same
b00063.jpg,b00063.jpg,same
b00064.jpg,b00064.jpg,same
b00065.jpg,b00065.jpg,same
b00066.jpg,b00066.jpg,same
b00067.jpg,b00067.jpg,same
b00068.jpg,b00068.jpg,same
b00069.jpg,b00069.jpg,same
b00070.jpg,b00070.jpg,same
b00071.jpg,b00071.jpg,same
b00072.jpg,b00072.jpg,same
b00073.jpg,b00073.jpg,same
b00074.jpg,b00074.jpg,same
b00075.jpg,b00075.jpg,same
b00076.jpg,b00076.jpg,same
