image1,image2,label
B004TTMXKI_0.jpg,B00076ELS4_1.jpg,different
B001ECYHI4_1.jpg,B004XMJFF2_2.jpg,different
B0044A8AQI_4.jpg,B0023W151G_2.jpg,different
B001A3HZP4_0.jpg,B001CMECL8_4.jpg,different
B001871AC6_1.jpg,B002WTWG7W_2.jpg,different
B00449HOG6_4.jpg,B001LK7V2I_1.jpg,different
B000B3DAAI_3.jpg,B0016BZKCU_1.jpg,different
B000P96CRG_1.jpg,B0014A4HIG_1.jpg,different
B0014A4HIG_0.jpg,B0000U0HBC_0.jpg,different
B00186ZKT6_1.jpg,B00149YUAW_12.jpg,different
B000EX9OA0_5.jpg,B000F07L48_1.jpg,different
B004ELM5PE_3.jpg,B004D1FESK_2.jpg,different
B000J47UCI_3.jpg,B00201ER88_10.jpg,different
B00186ZKT6_0.jpg,B004UD786C_3.jpg,different
B004LH5L5C_4.jpg,B001HBCSEM_4.jpg,different
B000O2W8RC_4.jpg,B0014A6GUS_13.jpg,different
B0014F514A_10.jpg,B000078Q04_1.jpg,different
B003ILHAEM_0.jpg,9269808971_5.jpg,different
B00382GBOG_3.jpg,B0006J31WY_5.jpg,different
B003TI1M7K_0.jpg,B004DB9SR8_2.jpg,different
B00291A1LG_2.jpg,B00449HOG6_4.jpg,different
B0006M4LD4_4.jpg,B0014F514A_10.jpg,different
B0012MSUN4_9.jpg,B0012MSUN4_11.jpg,different
B0016BRWQW_6.jpg,B000PMKBJS_5.jpg,different
B003TI1M7K_0.jpg,B00024S6LY_0.jpg,different
B001FOOG0U_18.jpg,B0014A4HHM_9.jpg,different
B000VBK2YC_5.jpg,B000BP6XPA_0.jpg,different
B001AV1OVC_2.jpg,B0041EH892_0.jpg,different
B004EFQIIK_2.jpg,B003U0OQ4S_4.jpg,different
B000HZA0JO_2.jpg,B0006AZ7MA_4.jpg,different
B000PHANNM_11.jpg,B00186ZKSC_4.jpg,different
B004MN8KJY_3.jpg,B000NK5E2Q_5.jpg,different
B000VSBRVC_16.jpg,B001CMECL8_3.jpg,different
B0016BYCX8_11.jpg,B0000E61Q8_3.jpg,different
B004BW5W8S_0.jpg,B004BW5W8S_1.jpg,different
B0014A4HIG_13.jpg,B001B1THSS_3.jpg,different
B0040V41BO_2.jpg,B003RIK3TU_4.jpg,different
B001V9WKFM_1.jpg,B004ELM5PE_3.jpg,different
B0012MSUN4_8.jpg,B0018N7N44_1.jpg,different
B000O7YXMK_0.jpg,B001EIRHOY_1.jpg,different
B0018N7NP8_8.jpg,B0012KY92M_1.jpg,different
B001AD3DHS_8.jpg,B00382RQXQ_5.jpg,different
B0016BRWHQ_14.jpg,B000J4MYFQ_4.jpg,different
B0045D7VZ0_5.jpg,B001AD6V8Q_2.jpg,different
B00382RQXQ_4.jpg,B00186ZKVO_2.jpg,different
B00125PTY4_8.jpg,B0014A6GU8_9.jpg,different
B001AD3DHS_7.jpg,B001HBCSEC_5.jpg,different
B000ID1GQG_3.jpg,B004AGSOP8_0.jpg,different
